timestamp,boarding,alighting,day_of_week,temperature,hour_of_day,month,weekend
2018-09-01T06:00:00Z,0,1,Sat,74.82,6,Sep,weekend
2018-09-01T06:15:00Z,2,1,Sat,74.82,6,Sep,weekend
2018-09-01T06:30:00Z,3,4,Sat,74.82,6,Sep,weekend
2018-09-01T06:45:00Z,3,4,Sat,74.82,6,Sep,weekend
2018-09-01T07:00:00Z,2,4,Sat,74.39,7,Sep,weekend
2018-09-01T07:15:00Z,4,4,Sat,74.39,7,Sep,weekend
2018-09-01T07:30:00Z,3,12,Sat,74.39,7,Sep,weekend
2018-09-01T07:45:00Z,8,4,Sat,74.39,7,Sep,weekend
2018-09-01T08:00:00Z,4,15,Sat,75.72,8,Sep,weekend
2018-09-01T08:15:00Z,7,10,Sat,75.72,8,Sep,weekend
2018-09-01T08:30:00Z,2,4,Sat,75.72,8,Sep,weekend
2018-09-01T08:45:00Z,1,12,Sat,75.72,8,Sep,weekend
2018-09-01T09:00:00Z,7,15,Sat,79.69,9,Sep,weekend
2018-09-01T09:15:00Z,10,9,Sat,79.69,9,Sep,weekend
2018-09-01T09:30:00Z,11,15,Sat,79.69,9,Sep,weekend
2018-09-01T09:45:00Z,9,22,Sat,79.69,9,Sep,weekend
2018-09-01T10:00:00Z,19,26,Sat,83.2,10,Sep,weekend
2018-09-01T10:15:00Z,16,9,Sat,83.2,10,Sep,weekend
2018-09-01T10:30:00Z,37,10,Sat,83.2,10,Sep,weekend
2018-09-01T10:45:00Z,18,16,Sat,83.2,10,Sep,weekend
2018-09-01T11:00:00Z,18,12,Sat,86.55,11,Sep,weekend
2018-09-01T11:15:00Z,27,34,Sat,86.55,11,Sep,weekend
2018-09-01T11:30:00Z,5,14,Sat,86.55,11,Sep,weekend
2018-09-01T11:45:00Z,20,13,Sat,86.55,11,Sep,weekend
2018-09-01T12:00:00Z,4,10,Sat,88.97,12,Sep,weekend
2018-09-01T12:15:00Z,28,14,Sat,88.97,12,Sep,weekend
2018-09-01T12:30:00Z,17,12,Sat,88.97,12,Sep,weekend
2018-09-01T12:45:00Z,17,21,Sat,88.97,12,Sep,weekend
2018-09-01T13:00:00Z,15,11,Sat,91.11,13,Sep,weekend
2018-09-01T13:15:00Z,22,9,Sat,91.11,13,Sep,weekend
2018-09-01T13:30:00Z,14,15,Sat,91.11,13,Sep,weekend
2018-09-01T13:45:00Z,22,17,Sat,91.11,13,Sep,weekend
2018-09-01T14:00:00Z,27,13,Sat,92.6,14,Sep,weekend
2018-09-01T14:15:00Z,7,12,Sat,92.6,14,Sep,weekend
2018-09-01T14:30:00Z,11,17,Sat,92.6,14,Sep,weekend
2018-09-01T14:45:00Z,17,14,Sat,92.6,14,Sep,weekend
2018-09-01T15:00:00Z,22,13,Sat,94.93,15,Sep,weekend
2018-09-01T15:15:00Z,11,23,Sat,94.93,15,Sep,weekend
2018-09-01T15:30:00Z,26,12,Sat,94.93,15,Sep,weekend
2018-09-01T15:45:00Z,5,17,Sat,94.93,15,Sep,weekend
2018-09-01T16:00:00Z,22,20,Sat,95.24,16,Sep,weekend
2018-09-01T16:15:00Z,18,12,Sat,95.24,16,Sep,weekend
2018-09-01T16:30:00Z,23,7,Sat,95.24,16,Sep,weekend
2018-09-01T16:45:00Z,20,30,Sat,95.24,16,Sep,weekend
2018-09-01T17:00:00Z,16,14,Sat,97.64,17,Sep,weekend
2018-09-01T17:15:00Z,13,17,Sat,97.64,17,Sep,weekend
2018-09-01T17:30:00Z,15,17,Sat,97.64,17,Sep,weekend
2018-09-01T17:45:00Z,34,29,Sat,97.64,17,Sep,weekend
2018-09-01T18:00:00Z,13,19,Sat,97.39,18,Sep,weekend
2018-09-01T18:15:00Z,22,8,Sat,97.39,18,Sep,weekend
2018-09-01T18:30:00Z,6,2,Sat,97.39,18,Sep,weekend
2018-09-01T18:45:00Z,18,14,Sat,97.39,18,Sep,weekend
2018-09-01T19:00:00Z,9,14,Sat,95.35,19,Sep,weekend
2018-09-01T19:15:00Z,8,15,Sat,95.35,19,Sep,weekend
2018-09-01T19:30:00Z,9,5,Sat,95.35,19,Sep,weekend
2018-09-01T19:45:00Z,13,25,Sat,95.35,19,Sep,weekend
2018-09-01T20:00:00Z,13,12,Sat,92.65,20,Sep,weekend
2018-09-01T20:15:00Z,15,23,Sat,92.65,20,Sep,weekend
2018-09-01T20:30:00Z,4,7,Sat,92.65,20,Sep,weekend
2018-09-01T20:45:00Z,13,33,Sat,92.65,20,Sep,weekend
2018-09-01T21:00:00Z,30,23,Sat,90.82,21,Sep,weekend
2018-09-01T21:15:00Z,5,16,Sat,90.82,21,Sep,weekend
2018-09-01T21:30:00Z,5,8,Sat,90.82,21,Sep,weekend
2018-09-01T21:45:00Z,13,9,Sat,90.82,21,Sep,weekend
2018-09-02T06:00:00Z,0,0,Sun,77.35,6,Sep,weekend
2018-09-02T06:15:00Z,2,0,Sun,77.35,6,Sep,weekend
2018-09-02T06:30:00Z,2,0,Sun,77.35,6,Sep,weekend
2018-09-02T06:45:00Z,2,1,Sun,77.35,6,Sep,weekend
2018-09-02T07:00:00Z,1,4,Sun,76.56,7,Sep,weekend
2018-09-02T07:15:00Z,3,6,Sun,76.56,7,Sep,weekend
2018-09-02T07:30:00Z,7,5,Sun,76.56,7,Sep,weekend
2018-09-02T07:45:00Z,1,1,Sun,76.56,7,Sep,weekend
2018-09-02T08:00:00Z,2,1,Sun,77.42,8,Sep,weekend
2018-09-02T08:15:00Z,8,6,Sun,77.42,8,Sep,weekend
2018-09-02T08:30:00Z,6,7,Sun,77.42,8,Sep,weekend
2018-09-02T08:45:00Z,1,6,Sun,77.42,8,Sep,weekend
2018-09-02T09:00:00Z,8,8,Sun,80.3,9,Sep,weekend
2018-09-02T09:15:00Z,8,5,Sun,80.3,9,Sep,weekend
2018-09-02T09:30:00Z,8,13,Sun,80.3,9,Sep,weekend
2018-09-02T09:45:00Z,6,17,Sun,80.3,9,Sep,weekend
2018-09-02T10:00:00Z,3,5,Sun,84.23,10,Sep,weekend
2018-09-02T10:15:00Z,8,10,Sun,84.23,10,Sep,weekend
2018-09-02T10:30:00Z,9,10,Sun,84.23,10,Sep,weekend
2018-09-02T10:45:00Z,2,18,Sun,84.23,10,Sep,weekend
2018-09-02T11:00:00Z,4,6,Sun,87.86,11,Sep,weekend
2018-09-02T11:15:00Z,12,15,Sun,87.86,11,Sep,weekend
2018-09-02T11:30:00Z,9,12,Sun,87.86,11,Sep,weekend
2018-09-02T11:45:00Z,14,20,Sun,87.86,11,Sep,weekend
2018-09-02T12:00:00Z,7,11,Sun,90.17,12,Sep,weekend
2018-09-02T12:15:00Z,18,13,Sun,90.17,12,Sep,weekend
2018-09-02T12:30:00Z,14,12,Sun,90.17,12,Sep,weekend
2018-09-02T12:45:00Z,29,30,Sun,90.17,12,Sep,weekend
2018-09-02T13:00:00Z,8,12,Sun,93.74,13,Sep,weekend
2018-09-02T13:15:00Z,9,13,Sun,93.74,13,Sep,weekend
2018-09-02T13:30:00Z,5,12,Sun,93.74,13,Sep,weekend
2018-09-02T13:45:00Z,18,24,Sun,93.74,13,Sep,weekend
2018-09-02T14:00:00Z,8,5,Sun,94.75,14,Sep,weekend
2018-09-02T14:15:00Z,28,11,Sun,94.75,14,Sep,weekend
2018-09-02T14:30:00Z,17,15,Sun,94.75,14,Sep,weekend
2018-09-02T14:45:00Z,15,16,Sun,94.75,14,Sep,weekend
2018-09-02T15:00:00Z,15,18,Sun,94.88,15,Sep,weekend
2018-09-02T15:15:00Z,13,8,Sun,94.88,15,Sep,weekend
2018-09-02T15:30:00Z,19,12,Sun,94.88,15,Sep,weekend
2018-09-02T15:45:00Z,12,18,Sun,94.88,15,Sep,weekend
2018-09-02T16:00:00Z,19,20,Sun,92.8,16,Sep,weekend
2018-09-02T16:15:00Z,23,27,Sun,92.8,16,Sep,weekend
2018-09-02T16:30:00Z,9,11,Sun,92.8,16,Sep,weekend
2018-09-02T16:45:00Z,17,19,Sun,92.8,16,Sep,weekend
2018-09-02T17:00:00Z,15,14,Sun,90.83,17,Sep,weekend
2018-09-02T17:15:00Z,20,17,Sun,90.83,17,Sep,weekend
2018-09-02T17:30:00Z,11,25,Sun,90.83,17,Sep,weekend
2018-09-02T17:45:00Z,10,8,Sun,90.83,17,Sep,weekend
2018-09-02T18:00:00Z,16,6,Sun,89.28,18,Sep,weekend
2018-09-02T18:15:00Z,12,15,Sun,89.28,18,Sep,weekend
2018-09-02T18:30:00Z,10,22,Sun,89.28,18,Sep,weekend
2018-09-02T18:45:00Z,19,11,Sun,89.28,18,Sep,weekend
2018-09-02T19:00:00Z,27,7,Sun,87.96,19,Sep,weekend
2018-09-02T19:15:00Z,19,12,Sun,87.96,19,Sep,weekend
2018-09-02T19:30:00Z,10,27,Sun,87.96,19,Sep,weekend
2018-09-02T19:45:00Z,6,12,Sun,87.96,19,Sep,weekend
2018-09-02T20:00:00Z,8,2,Sun,85.25,20,Sep,weekend
2018-09-02T20:15:00Z,13,5,Sun,85.25,20,Sep,weekend
2018-09-02T20:30:00Z,0,5,Sun,85.25,20,Sep,weekend
2018-09-02T20:45:00Z,16,10,Sun,85.25,20,Sep,weekend
2018-09-02T21:00:00Z,4,7,Sun,83.49,21,Sep,weekend
2018-09-02T21:15:00Z,19,4,Sun,83.49,21,Sep,weekend
2018-09-02T21:30:00Z,6,9,Sun,83.49,21,Sep,weekend
2018-09-02T21:45:00Z,9,9,Sun,83.49,21,Sep,weekend
2018-09-03T06:00:00Z,0,0,Mon,76.41,6,Sep,weekday
2018-09-03T06:15:00Z,2,3,Mon,76.41,6,Sep,weekday
2018-09-03T06:30:00Z,3,2,Mon,76.41,6,Sep,weekday
2018-09-03T06:45:00Z,2,6,Mon,76.41,6,Sep,weekday
2018-09-03T07:00:00Z,3,3,Mon,76.55,7,Sep,weekday
2018-09-03T07:15:00Z,4,0,Mon,76.55,7,Sep,weekday
2018-09-03T07:30:00Z,1,5,Mon,76.55,7,Sep,weekday
2018-09-03T07:45:00Z,4,5,Mon,76.55,7,Sep,weekday
2018-09-03T08:00:00Z,5,2,Mon,77.53,8,Sep,weekday
2018-09-03T08:15:00Z,3,6,Mon,77.53,8,Sep,weekday
2018-09-03T08:30:00Z,3,6,Mon,77.53,8,Sep,weekday
2018-09-03T08:45:00Z,4,22,Mon,77.53,8,Sep,weekday
2018-09-03T09:00:00Z,5,10,Mon,79.06,9,Sep,weekday
2018-09-03T09:15:00Z,3,12,Mon,79.06,9,Sep,weekday
2018-09-03T09:30:00Z,5,9,Mon,79.06,9,Sep,weekday
2018-09-03T09:45:00Z,16,20,Mon,79.06,9,Sep,weekday
2018-09-03T10:00:00Z,5,7,Mon,81.65,10,Sep,weekday
2018-09-03T10:15:00Z,8,17,Mon,81.65,10,Sep,weekday
2018-09-03T10:30:00Z,8,16,Mon,81.65,10,Sep,weekday
2018-09-03T10:45:00Z,11,22,Mon,81.65,10,Sep,weekday
2018-09-03T11:00:00Z,2,9,Mon,84.86,11,Sep,weekday
2018-09-03T11:15:00Z,8,17,Mon,84.86,11,Sep,weekday
2018-09-03T11:30:00Z,10,6,Mon,84.86,11,Sep,weekday
2018-09-03T11:45:00Z,13,21,Mon,84.86,11,Sep,weekday
2018-09-03T12:00:00Z,4,12,Mon,88.06,12,Sep,weekday
2018-09-03T12:15:00Z,15,17,Mon,88.06,12,Sep,weekday
2018-09-03T12:30:00Z,16,21,Mon,88.06,12,Sep,weekday
2018-09-03T12:45:00Z,21,11,Mon,88.06,12,Sep,weekday
2018-09-03T13:00:00Z,16,18,Mon,89.97,13,Sep,weekday
2018-09-03T13:15:00Z,18,16,Mon,89.97,13,Sep,weekday
2018-09-03T13:30:00Z,15,16,Mon,89.97,13,Sep,weekday
2018-09-03T13:45:00Z,28,25,Mon,89.97,13,Sep,weekday
2018-09-03T14:00:00Z,12,15,Mon,91.08,14,Sep,weekday
2018-09-03T14:15:00Z,14,25,Mon,91.08,14,Sep,weekday
2018-09-03T14:30:00Z,16,8,Mon,91.08,14,Sep,weekday
2018-09-03T14:45:00Z,14,13,Mon,91.08,14,Sep,weekday
2018-09-03T15:00:00Z,11,20,Mon,84.91,15,Sep,weekday
2018-09-03T15:15:00Z,22,16,Mon,84.91,15,Sep,weekday
2018-09-03T15:30:00Z,17,0,Mon,84.91,15,Sep,weekday
2018-09-03T15:45:00Z,23,7,Mon,84.91,15,Sep,weekday
2018-09-03T16:00:00Z,25,13,Mon,85.43,16,Sep,weekday
2018-09-03T16:15:00Z,6,8,Mon,85.43,16,Sep,weekday
2018-09-03T16:30:00Z,38,21,Mon,85.43,16,Sep,weekday
2018-09-03T16:45:00Z,16,25,Mon,85.43,16,Sep,weekday
2018-09-03T17:00:00Z,15,5,Mon,80.95,17,Sep,weekday
2018-09-03T17:15:00Z,19,19,Mon,80.95,17,Sep,weekday
2018-09-03T17:30:00Z,10,13,Mon,80.95,17,Sep,weekday
2018-09-03T17:45:00Z,33,20,Mon,80.95,17,Sep,weekday
2018-09-03T18:00:00Z,12,4,Mon,79.09,18,Sep,weekday
2018-09-03T18:15:00Z,35,22,Mon,79.09,18,Sep,weekday
2018-09-03T18:30:00Z,28,7,Mon,79.09,18,Sep,weekday
2018-09-03T18:45:00Z,16,16,Mon,79.09,18,Sep,weekday
2018-09-03T19:00:00Z,15,12,Mon,77.7,19,Sep,weekday
2018-09-03T19:15:00Z,7,12,Mon,77.7,19,Sep,weekday
2018-09-03T19:30:00Z,15,20,Mon,77.7,19,Sep,weekday
2018-09-03T19:45:00Z,12,6,Mon,77.7,19,Sep,weekday
2018-09-03T20:00:00Z,30,11,Mon,76.35,20,Sep,weekday
2018-09-03T20:15:00Z,12,8,Mon,76.35,20,Sep,weekday
2018-09-03T20:30:00Z,9,6,Mon,76.35,20,Sep,weekday
2018-09-03T20:45:00Z,13,16,Mon,76.35,20,Sep,weekday
2018-09-03T21:00:00Z,4,3,Mon,76.6,21,Sep,weekday
2018-09-03T21:15:00Z,12,6,Mon,76.6,21,Sep,weekday
2018-09-03T21:30:00Z,2,3,Mon,76.6,21,Sep,weekday
2018-09-03T21:45:00Z,12,10,Mon,76.6,21,Sep,weekday
2018-09-04T06:00:00Z,2,18,Tue,76.16,6,Sep,weekday
2018-09-04T06:15:00Z,4,15,Tue,76.16,6,Sep,weekday
2018-09-04T06:30:00Z,7,27,Tue,76.16,6,Sep,weekday
2018-09-04T06:45:00Z,7,33,Tue,76.16,6,Sep,weekday
2018-09-04T07:00:00Z,4,29,Tue,76.26,7,Sep,weekday
2018-09-04T07:15:00Z,10,109,Tue,76.26,7,Sep,weekday
2018-09-04T07:30:00Z,13,74,Tue,76.26,7,Sep,weekday
2018-09-04T07:45:00Z,32,217,Tue,76.26,7,Sep,weekday
2018-09-04T08:00:00Z,20,154,Tue,76.43,8,Sep,weekday
2018-09-04T08:15:00Z,37,109,Tue,76.43,8,Sep,weekday
2018-09-04T08:30:00Z,26,250,Tue,76.43,8,Sep,weekday
2018-09-04T08:45:00Z,28,165,Tue,76.43,8,Sep,weekday
2018-09-04T09:00:00Z,38,161,Tue,77.09,9,Sep,weekday
2018-09-04T09:15:00Z,58,177,Tue,77.09,9,Sep,weekday
2018-09-04T09:30:00Z,35,191,Tue,77.09,9,Sep,weekday
2018-09-04T09:45:00Z,26,129,Tue,77.09,9,Sep,weekday
2018-09-04T10:00:00Z,36,137,Tue,78.05,10,Sep,weekday
2018-09-04T10:15:00Z,42,92,Tue,78.05,10,Sep,weekday
2018-09-04T10:30:00Z,47,193,Tue,78.05,10,Sep,weekday
2018-09-04T10:45:00Z,108,177,Tue,78.05,10,Sep,weekday
2018-09-04T11:00:00Z,87,117,Tue,78.02,11,Sep,weekday
2018-09-04T11:15:00Z,38,97,Tue,78.02,11,Sep,weekday
2018-09-04T11:30:00Z,50,75,Tue,78.02,11,Sep,weekday
2018-09-04T11:45:00Z,34,78,Tue,78.02,11,Sep,weekday
2018-09-04T12:00:00Z,74,129,Tue,81.17,12,Sep,weekday
2018-09-04T12:15:00Z,135,98,Tue,81.17,12,Sep,weekday
2018-09-04T12:30:00Z,121,69,Tue,81.17,12,Sep,weekday
2018-09-04T12:45:00Z,68,52,Tue,81.17,12,Sep,weekday
2018-09-04T13:00:00Z,61,58,Tue,85.32,13,Sep,weekday
2018-09-04T13:15:00Z,63,74,Tue,85.32,13,Sep,weekday
2018-09-04T13:30:00Z,97,99,Tue,85.32,13,Sep,weekday
2018-09-04T13:45:00Z,111,90,Tue,85.32,13,Sep,weekday
2018-09-04T14:00:00Z,102,49,Tue,87.71,14,Sep,weekday
2018-09-04T14:15:00Z,109,44,Tue,87.71,14,Sep,weekday
2018-09-04T14:30:00Z,99,45,Tue,87.71,14,Sep,weekday
2018-09-04T14:45:00Z,95,83,Tue,87.71,14,Sep,weekday
2018-09-04T15:00:00Z,76,48,Tue,89.4,15,Sep,weekday
2018-09-04T15:15:00Z,146,57,Tue,89.4,15,Sep,weekday
2018-09-04T15:30:00Z,159,76,Tue,89.4,15,Sep,weekday
2018-09-04T15:45:00Z,169,48,Tue,89.4,15,Sep,weekday
2018-09-04T16:00:00Z,90,26,Tue,89.41,16,Sep,weekday
2018-09-04T16:15:00Z,135,45,Tue,89.41,16,Sep,weekday
2018-09-04T16:30:00Z,166,42,Tue,89.41,16,Sep,weekday
2018-09-04T16:45:00Z,162,45,Tue,89.41,16,Sep,weekday
2018-09-04T17:00:00Z,44,26,Tue,88.05,17,Sep,weekday
2018-09-04T17:15:00Z,202,63,Tue,88.05,17,Sep,weekday
2018-09-04T17:30:00Z,182,45,Tue,88.05,17,Sep,weekday
2018-09-04T17:45:00Z,91,34,Tue,88.05,17,Sep,weekday
2018-09-04T18:00:00Z,179,48,Tue,83.58,18,Sep,weekday
2018-09-04T18:15:00Z,94,30,Tue,83.58,18,Sep,weekday
2018-09-04T18:30:00Z,83,18,Tue,83.58,18,Sep,weekday
2018-09-04T18:45:00Z,89,41,Tue,83.58,18,Sep,weekday
2018-09-04T19:00:00Z,112,15,Tue,82.31,19,Sep,weekday
2018-09-04T19:15:00Z,62,22,Tue,82.31,19,Sep,weekday
2018-09-04T19:30:00Z,104,23,Tue,82.31,19,Sep,weekday
2018-09-04T19:45:00Z,111,16,Tue,82.31,19,Sep,weekday
2018-09-04T20:00:00Z,83,15,Tue,80.93,20,Sep,weekday
2018-09-04T20:15:00Z,91,10,Tue,80.93,20,Sep,weekday
2018-09-04T20:30:00Z,70,10,Tue,80.93,20,Sep,weekday
2018-09-04T20:45:00Z,59,12,Tue,80.93,20,Sep,weekday
2018-09-04T21:00:00Z,36,9,Tue,79.28,21,Sep,weekday
2018-09-04T21:15:00Z,60,15,Tue,79.28,21,Sep,weekday
2018-09-04T21:30:00Z,60,7,Tue,79.28,21,Sep,weekday
2018-09-04T21:45:00Z,44,15,Tue,79.28,21,Sep,weekday
2018-09-05T06:00:00Z,2,8,Wed,75.58,6,Sep,weekday
2018-09-05T06:15:00Z,10,18,Wed,75.58,6,Sep,weekday
2018-09-05T06:30:00Z,3,10,Wed,75.58,6,Sep,weekday
2018-09-05T06:45:00Z,7,24,Wed,75.58,6,Sep,weekday
2018-09-05T07:00:00Z,3,39,Wed,75.87,7,Sep,weekday
2018-09-05T07:15:00Z,13,72,Wed,75.87,7,Sep,weekday
2018-09-05T07:30:00Z,21,146,Wed,75.87,7,Sep,weekday
2018-09-05T07:45:00Z,28,198,Wed,75.87,7,Sep,weekday
2018-09-05T08:00:00Z,12,108,Wed,76.62,8,Sep,weekday
2018-09-05T08:15:00Z,24,126,Wed,76.62,8,Sep,weekday
2018-09-05T08:30:00Z,26,199,Wed,76.62,8,Sep,weekday
2018-09-05T08:45:00Z,22,224,Wed,76.62,8,Sep,weekday
2018-09-05T09:00:00Z,15,158,Wed,77.57,9,Sep,weekday
2018-09-05T09:15:00Z,37,159,Wed,77.57,9,Sep,weekday
2018-09-05T09:30:00Z,37,123,Wed,77.57,9,Sep,weekday
2018-09-05T09:45:00Z,44,252,Wed,77.57,9,Sep,weekday
2018-09-05T10:00:00Z,46,156,Wed,79.62,10,Sep,weekday
2018-09-05T10:15:00Z,36,118,Wed,79.62,10,Sep,weekday
2018-09-05T10:30:00Z,40,144,Wed,79.62,10,Sep,weekday
2018-09-05T10:45:00Z,40,142,Wed,79.62,10,Sep,weekday
2018-09-05T11:00:00Z,97,83,Wed,82.27,11,Sep,weekday
2018-09-05T11:15:00Z,54,102,Wed,82.27,11,Sep,weekday
2018-09-05T11:30:00Z,45,98,Wed,82.27,11,Sep,weekday
2018-09-05T11:45:00Z,100,95,Wed,82.27,11,Sep,weekday
2018-09-05T12:00:00Z,117,68,Wed,86.42,12,Sep,weekday
2018-09-05T12:15:00Z,64,55,Wed,86.42,12,Sep,weekday
2018-09-05T12:30:00Z,85,77,Wed,86.42,12,Sep,weekday
2018-09-05T12:45:00Z,72,98,Wed,86.42,12,Sep,weekday
2018-09-05T13:00:00Z,122,65,Wed,88.31,13,Sep,weekday
2018-09-05T13:15:00Z,54,68,Wed,88.31,13,Sep,weekday
2018-09-05T13:30:00Z,71,75,Wed,88.31,13,Sep,weekday
2018-09-05T13:45:00Z,100,73,Wed,88.31,13,Sep,weekday
2018-09-05T14:00:00Z,192,81,Wed,89.7,14,Sep,weekday
2018-09-05T14:15:00Z,82,32,Wed,89.7,14,Sep,weekday
2018-09-05T14:30:00Z,102,73,Wed,89.7,14,Sep,weekday
2018-09-05T14:45:00Z,119,50,Wed,89.7,14,Sep,weekday
2018-09-05T15:00:00Z,191,54,Wed,91.49,15,Sep,weekday
2018-09-05T15:15:00Z,117,39,Wed,91.49,15,Sep,weekday
2018-09-05T15:30:00Z,114,49,Wed,91.49,15,Sep,weekday
2018-09-05T15:45:00Z,95,57,Wed,91.49,15,Sep,weekday
2018-09-05T16:00:00Z,122,25,Wed,92.59,16,Sep,weekday
2018-09-05T16:15:00Z,207,50,Wed,92.59,16,Sep,weekday
2018-09-05T16:30:00Z,165,55,Wed,92.59,16,Sep,weekday
2018-09-05T16:45:00Z,123,45,Wed,92.59,16,Sep,weekday
2018-09-05T17:00:00Z,132,37,Wed,91.99,17,Sep,weekday
2018-09-05T17:15:00Z,142,59,Wed,91.99,17,Sep,weekday
2018-09-05T17:30:00Z,119,57,Wed,91.99,17,Sep,weekday
2018-09-05T17:45:00Z,155,44,Wed,91.99,17,Sep,weekday
2018-09-05T18:00:00Z,176,37,Wed,89.83,18,Sep,weekday
2018-09-05T18:15:00Z,69,18,Wed,89.83,18,Sep,weekday
2018-09-05T18:30:00Z,131,32,Wed,89.83,18,Sep,weekday
2018-09-05T18:45:00Z,149,39,Wed,89.83,18,Sep,weekday
2018-09-05T19:00:00Z,127,19,Wed,81.17,19,Sep,weekday
2018-09-05T19:15:00Z,65,13,Wed,81.17,19,Sep,weekday
2018-09-05T19:30:00Z,93,18,Wed,81.17,19,Sep,weekday
2018-09-05T19:45:00Z,77,23,Wed,81.17,19,Sep,weekday
2018-09-05T20:00:00Z,76,18,Wed,79.8,20,Sep,weekday
2018-09-05T20:15:00Z,65,21,Wed,79.8,20,Sep,weekday
2018-09-05T20:30:00Z,45,12,Wed,79.8,20,Sep,weekday
2018-09-05T20:45:00Z,52,50,Wed,79.8,20,Sep,weekday
2018-09-05T21:00:00Z,63,10,Wed,79.03,21,Sep,weekday
2018-09-05T21:15:00Z,57,14,Wed,79.03,21,Sep,weekday
2018-09-05T21:30:00Z,14,4,Wed,79.03,21,Sep,weekday
2018-09-05T21:45:00Z,33,11,Wed,79.03,21,Sep,weekday
2018-09-06T06:00:00Z,4,8,Thu,75.72,6,Sep,weekday
2018-09-06T06:15:00Z,10,16,Thu,75.72,6,Sep,weekday
2018-09-06T06:30:00Z,5,17,Thu,75.72,6,Sep,weekday
2018-09-06T06:45:00Z,5,26,Thu,75.72,6,Sep,weekday
2018-09-06T07:00:00Z,5,40,Thu,75.01,7,Sep,weekday
2018-09-06T07:15:00Z,3,88,Thu,75.01,7,Sep,weekday
2018-09-06T07:30:00Z,23,164,Thu,75.01,7,Sep,weekday
2018-09-06T07:45:00Z,35,180,Thu,75.01,7,Sep,weekday
2018-09-06T08:00:00Z,19,114,Thu,75.74,8,Sep,weekday
2018-09-06T08:15:00Z,20,118,Thu,75.74,8,Sep,weekday
2018-09-06T08:30:00Z,25,171,Thu,75.74,8,Sep,weekday
2018-09-06T08:45:00Z,28,166,Thu,75.74,8,Sep,weekday
2018-09-06T09:00:00Z,25,163,Thu,78.58,9,Sep,weekday
2018-09-06T09:15:00Z,56,257,Thu,78.58,9,Sep,weekday
2018-09-06T09:30:00Z,39,177,Thu,78.58,9,Sep,weekday
2018-09-06T09:45:00Z,45,77,Thu,78.58,9,Sep,weekday
2018-09-06T10:00:00Z,28,121,Thu,81.68,10,Sep,weekday
2018-09-06T10:15:00Z,22,113,Thu,81.68,10,Sep,weekday
2018-09-06T10:30:00Z,55,175,Thu,81.68,10,Sep,weekday
2018-09-06T10:45:00Z,65,117,Thu,81.68,10,Sep,weekday
2018-09-06T11:00:00Z,76,64,Thu,83.8,11,Sep,weekday
2018-09-06T11:15:00Z,48,72,Thu,83.8,11,Sep,weekday
2018-09-06T11:30:00Z,34,51,Thu,83.8,11,Sep,weekday
2018-09-06T11:45:00Z,51,115,Thu,83.8,11,Sep,weekday
2018-09-06T12:00:00Z,38,114,Thu,86.63,12,Sep,weekday
2018-09-06T12:15:00Z,149,133,Thu,86.63,12,Sep,weekday
2018-09-06T12:30:00Z,107,88,Thu,86.63,12,Sep,weekday
2018-09-06T12:45:00Z,73,42,Thu,86.63,12,Sep,weekday
2018-09-06T13:00:00Z,52,51,Thu,89.41,13,Sep,weekday
2018-09-06T13:15:00Z,60,64,Thu,89.41,13,Sep,weekday
2018-09-06T13:30:00Z,76,39,Thu,89.41,13,Sep,weekday
2018-09-06T13:45:00Z,143,107,Thu,89.41,13,Sep,weekday
2018-09-06T14:00:00Z,160,65,Thu,90.8,14,Sep,weekday
2018-09-06T14:15:00Z,79,27,Thu,90.8,14,Sep,weekday
2018-09-06T14:30:00Z,105,50,Thu,90.8,14,Sep,weekday
2018-09-06T14:45:00Z,69,47,Thu,90.8,14,Sep,weekday
2018-09-06T15:00:00Z,94,59,Thu,91.24,15,Sep,weekday
2018-09-06T15:15:00Z,159,99,Thu,91.24,15,Sep,weekday
2018-09-06T15:30:00Z,99,53,Thu,91.24,15,Sep,weekday
2018-09-06T15:45:00Z,174,89,Thu,91.24,15,Sep,weekday
2018-09-06T16:00:00Z,108,44,Thu,91.84,16,Sep,weekday
2018-09-06T16:15:00Z,130,35,Thu,91.84,16,Sep,weekday
2018-09-06T16:30:00Z,140,55,Thu,91.84,16,Sep,weekday
2018-09-06T16:45:00Z,181,52,Thu,91.84,16,Sep,weekday
2018-09-06T17:00:00Z,89,44,Thu,91.68,17,Sep,weekday
2018-09-06T17:15:00Z,110,45,Thu,91.68,17,Sep,weekday
2018-09-06T17:30:00Z,179,67,Thu,91.68,17,Sep,weekday
2018-09-06T17:45:00Z,137,51,Thu,91.68,17,Sep,weekday
2018-09-06T18:00:00Z,134,22,Thu,87.4,18,Sep,weekday
2018-09-06T18:15:00Z,140,26,Thu,87.4,18,Sep,weekday
2018-09-06T18:30:00Z,108,33,Thu,87.4,18,Sep,weekday
2018-09-06T18:45:00Z,107,26,Thu,87.4,18,Sep,weekday
2018-09-06T19:00:00Z,114,19,Thu,86.65,19,Sep,weekday
2018-09-06T19:15:00Z,55,16,Thu,86.65,19,Sep,weekday
2018-09-06T19:30:00Z,97,34,Thu,86.65,19,Sep,weekday
2018-09-06T19:45:00Z,72,15,Thu,86.65,19,Sep,weekday
2018-09-06T20:00:00Z,80,26,Thu,84.69,20,Sep,weekday
